city,province,lat,long
Lac-Superieur,Quebec,46.2,-74.4667
Les Escoumins,Quebec,48.35,-69.4
Richibucto,New Brunswick,46.6189,-64.8385
Terrasse-Vaudreuil,Quebec,45.4,-73.9833
Riviere-Beaudette,Quebec,45.2333,-74.3333
Orkney No. 244,Saskatchewan,51.2557,-102.6469
Saint-Barthelemy,Quebec,46.1833,-73.1333
Komoka,Ontario,42.958,-81.4001
Nisga'a,British Columbia,55.1078,-129.4293
Austin,Quebec,45.1833,-72.2833
Saint-Paul-de-l'Ile-aux-Noix,Quebec,45.1333,-73.2833
Behchoko,Northwest Territories,62.8184,-115.9933
Saint-Cyprien-de-Napierville,Quebec,45.1833,-73.4167
Valleyview,Alberta,55.0686,-117.2683
Deleage,Quebec,46.3833,-75.9167
Potton,Quebec,45.0833,-72.3667
Sainte-Beatrix,Quebec,46.2,-73.6167
Saint-Georges-de-Cacouna,Quebec,47.9167,-69.5
Lakeview,British Columbia,49.9026,-119.5699
Sainte-Justine,Quebec,46.4,-70.35
Saint-Valerien-de-Milton,Quebec,45.5667,-72.7167
Saint-Cuthbert,Quebec,46.15,-73.2333
Saint-Blaise-sur-Richelieu,Quebec,45.2167,-73.2833
Middleton,Nova Scotia,44.9418,-65.0686
Kamsack,Saskatchewan,51.565,-101.8947
Carberry,Manitoba,49.8689,-99.3594
Saint-Joseph-de-Coleraine,Quebec,45.97,-71.37
Trinity Bay North,Newfoundland and Labrador,48.4978,-53.086
Pointe-Lebel,Quebec,49.1667,-68.2
Grenville,Quebec,45.6333,-74.6
Saint-Michel-de-Bellechasse,Quebec,46.8667,-70.9167
Sainte-Angele-de-Monnoir,Quebec,45.3833,-73.1
Champlain,Quebec,46.45,-72.35
Sacre-Coeur-Saguenay,Quebec,48.2479,-69.854
Saint-Louis,New Brunswick,46.7048,-65.1046
Saint-Lucien,Quebec,45.8667,-72.2667
Victoria,Newfoundland and Labrador,47.7675,-53.2411
Lumsden,Saskatchewan,50.6463,-104.8676
Saint-Robert,Quebec,45.9667,-73
Armstrong,Manitoba,50.64,-97.495
Keremeos,British Columbia,49.2025,-119.8294
Regina Beach,Saskatchewan,50.79,-104.99
La Guadeloupe,Quebec,45.95,-70.93
Sutton,Quebec,45.1037249,-72.61809366
Saint Andrews,New Brunswick,45.074,-67.0521
Saint-Placide,Quebec,45.5333,-74.2
Grunthal,Manitoba,49.4065,-96.8603
Povungnituk,Quebec,60.0477,-77.2751
Pointe-des-Cascades,Quebec,45.3333,-73.9667
Deseronto,Ontario,44.2,-77.05
Lamont,Alberta,53.7603,-112.7778
Chambord,Quebec,48.4333,-72.0667
Maugerville,New Brunswick,46.1301,-66.2859
Dudswell,Quebec,45.5833,-71.5833
Nipissing,Ontario,46.05,-79.55
Shaunavon,Saskatchewan,49.651,-108.412
Wynyard,Saskatchewan,51.7667,-104.1833
Cambridge Bay,Nunavut,69.1528,-105.1707
Dalmeny,Saskatchewan,52.3411,-106.7733
Saint-Narcisse,Quebec,46.5667,-72.4667
Waswanipi,Quebec,49.7883,-75.9544
Inukjuak,Quebec,58.4824,-78.1309
Balgonie,Saskatchewan,50.488,-104.269
Piney,Manitoba,49.2069,-95.8333
Warfield,British Columbia,49.0953,-117.7344
Saint-Zacharie,Quebec,46.1333,-70.3667
Hemmingford,Quebec,45.0833,-73.5833
Saint-Pierre-de-l'Ile-d'Orleans,Quebec,46.8833,-71.0667
Kensington,Prince Edward Island,46.4333,-63.65
Shelburne,Nova Scotia,43.7633,-65.3236
Saint-Clet,Quebec,45.35,-74.22
Blumenort,Manitoba,49.6033,-96.7006
Brighton,New Brunswick,46.3316,-67.3585
Saint-Antoine,New Brunswick,46.3629,-64.753
Northampton,New Brunswick,46.1313,-67.4713
Flat Rock,Newfoundland and Labrador,47.7086,-52.7144
Saint-Ours,Quebec,45.8833,-73.15
Stephenville Crossing,Newfoundland and Labrador,48.5167,-58.4167
Sainte-Anne-de-la-Pocatiere,Quebec,47.35,-70
Popkum,British Columbia,49.1911,-121.7553
Notre-Dame-du-Bon-Conseil,Quebec,46,-72.35
Fisher,Manitoba,51.0825,-97.6611
Sainte-Clotilde,Quebec,45.15,-73.6833
Lantz,Nova Scotia,44.9894,-63.4736
Wicklow,New Brunswick,46.5017,-67.7067
Nouvelle,Quebec,48.1333,-66.3167
Wasagamack,Manitoba,53.9056,-94.9412
Rosthern,Saskatchewan,52.65,-106.3333
Yamaska,Quebec,46.0236,-72.9391
Neguac,New Brunswick,47.2333,-65.05
Saint-Antoine-de-Tilly,Quebec,46.6667,-71.5833
Igloolik,Nunavut,69.3817,-81.6811
Whitehead,Manitoba,49.7981,-100.2575
Saint-Elie-de-Caxton,Quebec,46.4833,-72.9667
Balmoral,New Brunswick,47.9667,-66.45
Price,Quebec,48.6017,-68.1227
Rosedale,Manitoba,50.4397,-99.5389
Saint-Jacques-le-Mineur,Quebec,45.2833,-73.4167
Coombs,British Columbia,49.3008,-124.4049
Val-Joli,Quebec,45.6,-71.97
Southesk,New Brunswick,46.9901,-66.4336
Huron Shores,Ontario,46.2833,-83.2
Saint-Antoine-sur-Richelieu,Quebec,45.7833,-73.1833
Saint-Pacome,Quebec,47.4,-69.95
Saint-Stanislas-de-Kostka,Quebec,45.18,-74.13
Saint-Jacques,New Brunswick,47.5634,-68.3693
Frontenac,Quebec,45.58,-70.83
Stuartburn,Manitoba,49.1331,-96.5158
Sainte-Emelie-de-l'Energie,Quebec,46.3167,-73.65
Saint-Charles-sur-Richelieu,Quebec,45.6833,-73.1833
Nipigon,Ontario,49.0153,-88.2683
Witless Bay,Newfoundland and Labrador,47.28,-52.83
Sainte-Helene-de-Bagot,Quebec,45.7333,-72.7333
Franklin Centre,Quebec,45.0467,-73.9005
Harbour Breton,Newfoundland and Labrador,47.4833,-55.8333
Mille-Isles,Quebec,45.82,-74.22
Naramata,British Columbia,49.5886,-119.5838
Lyster,Quebec,46.3667,-71.6167
Oakview,Manitoba,50.1964,-100.2167
Harrison Park,Manitoba,50.5563,-100.1674
Pond Inlet,Nunavut,72.6808,-77.7503
Sainte-Clotilde-de-Horton,Quebec,45.9833,-72.2333
Burford,Ontario,43.1036,-80.424
Saint-Benoit-Labre,Quebec,46.0667,-70.8
Terrace Bay,Ontario,48.8,-87.1
Maliotenam,Quebec,50.2114,-66.1911
Chapais,Quebec,49.7819,-74.8544
Saint-Honore-de-Shenley,Quebec,45.9667,-70.8333
Cleveland,Quebec,45.67,-72.08
Messines,Quebec,46.2333,-76.0167
Saint-Laurent-de-l'Ile-d'Orleans,Quebec,46.8667,-71.0167
Saint-Jean-de-Dieu,Quebec,48,-69.05
Massey Drive,Newfoundland and Labrador,48.9372,-57.9
Nakusp,British Columbia,50.2434,-117.8002
Florenceville,New Brunswick,46.4435,-67.6152
Larouche,Quebec,48.45,-71.5167
Fort St. James,British Columbia,54.4431,-124.2542
Saint-Francois-de-la-Riviere-du-Sud,Quebec,46.8833,-70.7167
Wabasca,Alberta,55.9855,-113.8566
Hilliers,British Columbia,49.3022,-124.4727
Perth,New Brunswick,46.7393,-67.6984
Eeyou Istchee Baie-James,Quebec,52.3382,-75.1977
Shellbrook No. 493,Saskatchewan,53.3545,-106.2553
Shawville,Quebec,45.6,-76.4833
Lambton,Quebec,45.83,-71.08
Saint-Flavien,Quebec,46.5167,-71.6
Boissevain,Manitoba,49.22987519,-100.0593912
Sainte-Marcelline-de-Kildare,Quebec,46.1167,-73.6
Riviere-Blanche,Quebec,48.7833,-67.7
Bay Bulls,Newfoundland and Labrador,47.3158,-52.8103
Saint-Felix-de-Kingsey,Quebec,45.8,-72.1833
Upper Island Cove,Newfoundland and Labrador,47.6472,-53.2233
Sainte-Elisabeth,Quebec,46.0833,-73.35
Ashcroft,British Columbia,50.7256,-121.2806
Clarkes Beach,Newfoundland and Labrador,47.5447,-53.2824
Falmouth,Nova Scotia,44.9967,-64.1634
Uashat,Quebec,50.233,-66.3947
Saint-Bernard-de-Lacolle,Quebec,45.0833,-73.4167
Saint-Joseph,New Brunswick,47.558,-68.3082
Belledune,New Brunswick,47.9,-65.8167
Saint-Guillaume,Quebec,45.8833,-72.7667
Venise-en-Quebec,Quebec,45.0833,-73.1333
Gambo,Newfoundland and Labrador,48.7833,-54.2167
Nauwigewauk,New Brunswick,45.4812,-65.8738
Humbermouth,Newfoundland and Labrador,49.0156,-58.1678
Springbrook,Alberta,52.1796,-113.885
Saint-Paulin,Quebec,46.4167,-73.0333
Glenelg,New Brunswick,46.9455,-65.2893
Saint David,New Brunswick,45.2918,-67.1983
Saint-Albert,Quebec,46,-72.0833
Matagami,Quebec,49.75,-77.6333
Grindrod,British Columbia,50.63,-119.1314
Springfield,New Brunswick,45.7005,-65.8079
Amherst,Quebec,46.05,-74.7667
Carlyle,Saskatchewan,49.6333,-102.2667
Notre-Dame-du-Laus,Quebec,46.0833,-75.6167
Langham,Saskatchewan,52.3667,-106.9667
St. George,New Brunswick,45.1333,-66.8167
Wembley,Alberta,55.1572,-119.1392
"Macdonald, Meredith and Aberdeen Additional",Ontario,46.4833,-84.0667
Pinawa,Manitoba,50.1707,-95.9547
Windermere,British Columbia,50.4856,-115.9948
Saint-Tite-des-Caps,Quebec,47.1333,-70.7667
Hudson Bay,Saskatchewan,52.851,-102.392
"Brudenell, Lyndoch and Raglan",Ontario,45.3167,-77.4
Gold River,British Columbia,49.7769,-126.0514
Saint-Casimir,Quebec,46.65,-72.1333
Dunsmuir,British Columbia,49.3696,-124.5772
Frenchman Butte,Saskatchewan,53.6052,-109.4298
Gordon,New Brunswick,46.8363,-67.1913
Saint-Malachie,Quebec,46.5333,-70.7667
Southampton,New Brunswick,46.0789,-67.3124
Salluit,Quebec,62.2013,-75.6337
Pangnirtung,Nunavut,66.1436,-65.6829
Saint-Louis-de-Gonzague,Quebec,45.2,-73.98
Moosonee,Ontario,51.2722,-80.6431
Englehart,Ontario,47.8167,-79.8667
Saint-Urbain,Quebec,47.55,-70.5333
Tring-Jonction,Quebec,46.2667,-70.9833
Wilton No. 472,Saskatchewan,53.124,-109.7885
Denmark,New Brunswick,47.1155,-67.4771
Saint-Joachim,Quebec,47.05,-70.85
Torch River No. 488,Saskatchewan,53.5445,-104.4619
Saint-Theodore-d'Acton,Quebec,45.6833,-72.5833
L' Isle-Verte,Quebec,48.0167,-69.3333
Palmarolle,Quebec,48.6667,-79.2
Bon Accord,Alberta,53.8328,-113.4189
Sussex Corner,New Brunswick,45.7122,-65.4719
Saint-Odilon-de-Cranbourne,Quebec,46.3667,-70.6833
Pipestone,Manitoba,49.6653,-101.1444
La Dore,Quebec,48.72,-72.65
Lac-au-Saumon,Quebec,48.4167,-67.35
Wotton,Quebec,45.7333,-71.8
Prairie Lakes,Manitoba,49.4034,-99.6298
Elk Point,Alberta,53.8967,-110.8972
St. Francois Xavier,Manitoba,49.9903,-97.6722
Shellbrook,Saskatchewan,53.2167,-106.4
Wemindji,Quebec,53.044,-78.7384
Cape Dorset,Nunavut,64.2237,-76.5405
Strong,Ontario,45.75,-79.4
Nobleford,Alberta,49.8822,-113.0531
Lappe,Ontario,48.5693,-89.3573
Pointe-aux-Outardes,Quebec,49.05,-68.4333
Riviere-Heva,Quebec,48.2333,-78.2167
Scott,Quebec,46.5078724,-71.06656282
Godmanchester,Quebec,45.08,-74.25
Macklin,Saskatchewan,52.33,-109.94
Armour,Ontario,45.6289,-79.3436
Saint-Simon,Quebec,45.719,-72.8463
Tingwick,Quebec,45.8873,-71.9244
Saint-Aubert,Quebec,47.1833,-70.2167
Saint-Mathieu-du-Parc,Quebec,46.5667,-72.9167
Saint-Ubalde,Quebec,46.75,-72.2667
Creighton,Saskatchewan,54.7561,-101.8973
Faraday,Ontario,45,-77.9167
Berthier-sur-Mer,Quebec,46.9167,-70.7333
Bayfield,Ontario,43.5615,-81.6983
Frampton,Quebec,46.4667,-70.8
Barriere,British Columbia,51.1803,-120.1261
Chute-aux-Outardes,Quebec,49.1167,-68.4
Lions Bay,British Columbia,49.4581,-123.2369
New Carlisle,Quebec,48.0167,-65.3333
Laird No. 404,Saskatchewan,52.5696,-106.7312
Saint-Majorique-de-Grantham,Quebec,45.9333,-72.5833
Petitcodiac,New Brunswick,45.9333,-65.1667
Canwood No. 494,Saskatchewan,53.4574,-106.7768
Wentworth-Nord,Quebec,45.85,-74.45
Bas Caraquet,New Brunswick,47.8,-64.8333
Two Hills,Alberta,53.715,-111.7461
Sainte-Ursule,Quebec,46.2833,-73.0333
Dawson,Yukon,64.0464,-139.3893
Nantes,Quebec,45.6333,-71.0333
Lac-aux-Sables,Quebec,46.8667,-72.4
Stewiacke,Nova Scotia,45.1422,-63.3483
Vaudreuil-sur-le-Lac,Quebec,45.4,-74.0333
Grahamdale,Manitoba,51.42,-98.3733
Upham,New Brunswick,45.5083,-65.6618
St.-Charles,Ontario,46.3422,-80.4497
Cardwell,New Brunswick,45.7848,-65.3037
Amulet,Quebec,48.2938,-79.0274
L'Avenir,Quebec,45.7667,-72.3
Hillsborough,New Brunswick,45.92057819,-64.65066537
Spiritwood No. 496,Saskatchewan,53.4435,-107.4495
Pointe-a-la-Croix,Quebec,48.0167,-66.6833
Herouxville,Quebec,46.6667,-72.6167
Weldford,New Brunswick,46.5221,-65.1114
Reynolds,Manitoba,49.7678,-95.8842
St. Laurent,Manitoba,50.43,-97.7933
L'Isle-aux-Allumettes,Quebec,45.8667,-77.0667
Emo,Ontario,48.6333,-93.8333
Sainte-Brigide-d'Iberville,Quebec,45.3167,-73.0667
Les Eboulements,Quebec,47.4833,-70.3167
Smooth Rock Falls,Ontario,49.2833,-81.6333
Bruederheim,Alberta,53.8042,-112.9278
Oxbow,Saskatchewan,49.2333,-102.1667
Telkwa,British Columbia,54.6972,-127.05
Landmark,Manitoba,49.6711,-96.8179
Norton,New Brunswick,45.6387,-65.6955
Gjoa Haven,Nunavut,68.6448,-95.8912
Sainte-Barbe,Quebec,45.1667,-74.2
Mayerthorpe,Alberta,53.9503,-115.1336
Ootischenia,British Columbia,49.2916,-117.6323
Saint-Louis-du-Ha! Ha!,Quebec,47.67,-68.98
Taylor,British Columbia,56.159,-120.6878
Powerview-Pine Falls,Manitoba,50.5661,-96.1981
Ragueneau,Quebec,49.0667,-68.5333
Baie Verte,Newfoundland and Labrador,49.9167,-56.1833
Chisholm,Ontario,46.1,-79.2333
Saint-Edouard,Quebec,45.2333,-73.5167
Charlo,New Brunswick,48,-66.32
Sorrento,British Columbia,50.8832,-119.4782
Burgeo,Newfoundland and Labrador,47.6,-57.6333
Wadena,Saskatchewan,51.9458,-103.8014
St-Pierre-Jolys,Manitoba,49.4403,-96.9844
Richmond,New Brunswick,46.0776,-67.7248
Youbou,British Columbia,48.8562,-124.1731
Swan Hills,Alberta,54.7106,-115.4133
Wilkie,Saskatchewan,52.4167,-108.7
Saint-Leonard,New Brunswick,47.1625,-67.925
Riviere-Bleue,Quebec,47.4333,-69.05
Noyan,Quebec,45.0667,-73.3
Notre-Dame-du-Portage,Quebec,47.7667,-69.6167
Ile-a-la-Crosse,Saskatchewan,55.45,-107.8833
Saint-Hugues,Quebec,45.8,-72.8667
Sainte-Anne-du-Sault,Quebec,46.1733,-72.1415
La Conception,Quebec,46.15,-74.7
Vauxhall,Alberta,50.0689,-112.0975
Lameque,New Brunswick,47.7925,-64.6532
Arborg,Manitoba,50.9075,-97.2182
Estevan No. 5,Saskatchewan,49.1308,-103.0126
Thessalon,Ontario,46.25,-83.55
L'Isle-aux-Coudres,Quebec,47.4,-70.3833
Lanigan,Saskatchewan,51.85,-105.0333
Elton,Manitoba,49.975,-99.8658
Bowden,Alberta,51.9306,-114.0256
South Qu'Appelle No. 157,Saskatchewan,50.5389,-104.0141
Conestogo,Ontario,43.5441,-80.4997
Rosser,Manitoba,49.99,-97.4592
Sainte-Lucie-des-Laurentides,Quebec,46.13,-74.18
Saint-Alexis,Quebec,45.9333,-73.6167
Roxton Falls,Quebec,45.5667,-72.5167
Montcalm,Manitoba,49.1775,-97.3247
Irishtown-Summerside,Newfoundland and Labrador,48.9833,-57.95
Clarendon,Quebec,45.65,-76.5167
Mervin No. 499,Saskatchewan,53.5455,-108.8762
Saint-Ludger,Quebec,45.75,-70.7
Coldwell,Manitoba,50.6389,-98.0417
Musquash,New Brunswick,45.1836,-66.3514
Racine,Quebec,45.5,-72.25
Osler,Saskatchewan,52.37,-106.54
Saint-Zenon,Quebec,46.55,-73.8167
Saint-Armand,Quebec,45.0333,-73.05
Saint-Edouard-de-Lotbiniere,Quebec,46.5667,-71.8333
Alonsa,Manitoba,50.9794,-99.0796
Saint-Arsene,Quebec,47.9167,-69.4333
Listuguj,Quebec,48.0609,-66.7491
St. Joseph,Ontario,46.2667,-84
Queensbury,New Brunswick,45.9918,-67.0632
Saint-Hubert-de-Riviere-du-Loup,Quebec,47.8167,-69.15
Saint-Jude,Quebec,45.7667,-72.9833
La Minerve,Quebec,46.25,-74.9333
Trecesson,Quebec,48.65,-78.3167
Legal,Alberta,53.9492,-113.595
Moonbeam,Ontario,49.35,-82.15
Notre-Dame-des-Pins,Quebec,46.1833,-70.7167
Saint-Alban,Quebec,46.7167,-72.0833
Saint-Pierre-les-Becquets,Quebec,46.5,-72.2
Beaver River,Saskatchewan,54.3531,-109.5575
Labrecque,Quebec,48.6667,-71.5333
Claremont,Ontario,43.9741,-79.1316
New Bandon,New Brunswick,47.6912,-65.29
Sainte-Henedine,Quebec,46.55,-70.9833
L'Anse-Saint-Jean,Quebec,48.2333,-70.2
Moose Jaw No. 161,Saskatchewan,50.4433,-105.5091
Bassano,Alberta,50.7833,-112.4667
Parrsboro,Nova Scotia,45.3998,-64.3312
St. George's,Newfoundland and Labrador,48.4275,-58.4778
Fort Simpson,Northwest Territories,61.8082,-121.3199
Akwesasne,Quebec,45.0155,-74.5769
Ignace,Ontario,49.4167,-91.6667
Teulon,Manitoba,50.3858,-97.2611
Peel,New Brunswick,46.4058,-67.5278
Miltonvale Park,Prince Edward Island,46.318,-63.237
St. Lawrence,Newfoundland and Labrador,46.9244,-55.3928
Oxford,Nova Scotia,45.7306,-63.8733
Minto-Odanah,Manitoba,50.2406,-99.8056
Saint-Valere,Quebec,46.0667,-72.1
St. Alban's,Newfoundland and Labrador,47.8753,-55.8414
Kaleden,British Columbia,49.3926,-119.5955
Saint James,New Brunswick,45.3822,-67.3427
Saint-Norbert-d'Arthabaska,Quebec,46.1,-71.8167
Manning,Alberta,56.9142,-117.6272
Glenella-Lansdowne,Manitoba,50.4163,-99.2097
Saint-Hilarion,Quebec,47.5667,-70.4
Saint-Modeste,Quebec,47.8333,-69.4
Saint-Simeon,Quebec,48.0667,-65.5667
Saint-Barnabe,Quebec,46.4,-72.8833
Irricana,Alberta,51.3189,-113.6106
Saint Martins,New Brunswick,45.4563,-65.4395
Two Borders,Manitoba,49.2668,-101.1124
Bury,Quebec,45.4667,-71.5
Lac-Bouchette,Quebec,48.25,-72.18
Saint-Lazare-de-Bellechasse,Quebec,46.65,-70.8
Saint-Michel-du-Squatec,Quebec,47.88,-68.72
Saint-Joachim-de-Shefford,Quebec,45.45,-72.5333
Grand-Remous,Quebec,46.6167,-75.9
Saint-Gabriel-de-Rimouski,Quebec,48.4209,-68.1791
Armstrong,Ontario,47.7083,-79.825
Rogersville,New Brunswick,46.7167,-65.4167
Langenburg,Saskatchewan,50.8333,-101.7
Sainte-Marie-Salome,Quebec,45.9333,-73.5
Saint-Cyprien,Quebec,47.9,-69.0167
Centreville,Nova Scotia,45.13,-64.5224
Maidstone,Saskatchewan,53.092,-109.294
Tres-Saint-Sacrement,Quebec,45.1833,-73.85
Hillsburgh,Ontario,43.7914,-80.1354
McAdam,New Brunswick,45.5944,-67.3258
Newcastle,New Brunswick,47.1725,-65.5551
Saints-Anges,Quebec,46.4167,-70.8833
Saint-Urbain-Premier,Quebec,45.22,-73.73
Centreville-Wareham-Trinity,Newfoundland and Labrador,48.9879,-53.9069
Alberton,Prince Edward Island,46.8167,-64.0667
Winnipeg Beach,Manitoba,50.5058,-96.9742
Sainte-Agathe-de-Lotbiniere,Quebec,46.3833,-71.4167
Salmo,British Columbia,49.1942,-117.2778
Kipling,Saskatchewan,50.1015,-102.6324
Sagamok,Ontario,46.1529,-82.2072
Grande-Vallee,Quebec,49.2167,-65.1333
Bertrand,New Brunswick,47.7622,-65.0686
Mont-Carmel,Quebec,47.4397,-69.8586
Victoria,Manitoba,49.6644,-98.9153
Saint-Eugene,Quebec,45.8,-72.7
Notre-Dame-des-Neiges,Quebec,48.1167,-69.1667
Saint-Andre,New Brunswick,47.1392,-67.7444
Roland,Manitoba,49.3547,-97.8997
Saint-Leon-de-Standon,Quebec,46.4833,-70.6167
Hensall,Ontario,43.4345,-81.504
Carnduff,Saskatchewan,49.167,-101.783
Greenwich,New Brunswick,45.5112,-66.1229
Carling,Ontario,45.4333,-80.2167
Eckville,Alberta,52.3622,-114.3614
Nain,Newfoundland and Labrador,56.5422,-61.6928
Foam Lake,Saskatchewan,51.65,-103.5333
Sayabec,Quebec,48.5667,-67.6833
Laird,Ontario,46.3833,-84.0667
Sainte-Sabine,Quebec,45.2333,-73.0167
Tara,Ontario,44.4793,-81.1445
Saint-Maxime-du-Mont-Louis,Quebec,49.2333,-65.7333
Blanc-Sablon,Quebec,51.4167,-57.1333
Cobalt,Ontario,47.4,-79.6833
South River,Ontario,45.8417,-79.375
Hudson Bay No. 394,Saskatchewan,53.0295,-102.3122
Waldheim,Saskatchewan,52.65,-106.6167
McKellar,Ontario,45.4833,-79.85
Buffalo Narrows,Saskatchewan,55.8769,-108.5244
Ayer's Cliff,Quebec,45.1667,-72.05
Les Mechins,Quebec,49,-66.9833
Sainte-Marguerite,Quebec,46.5167,-70.9333
Saint-Claude,Quebec,45.6667,-71.9833
Air Ronge,Saskatchewan,55.0872,-105.3318
Chipman,New Brunswick,46.171,-65.884
Weyburn No. 67,Saskatchewan,49.6535,-103.8348
Alberta Beach,Alberta,53.6767,-114.35
Sainte-Jeanne-d'Arc,Quebec,48.8575,-72.0939
Sainte-Felicite,Quebec,48.9,-67.3333
Girardville,Quebec,49,-72.55
Saint-Bruno-de-Guigues,Quebec,47.4667,-79.4333
Grenfell,Saskatchewan,50.4167,-102.9167
South Algonquin,Ontario,45.4967,-78.0239
Upton,Quebec,45.65,-72.6833
Saint-Narcisse-de-Beaurivage,Quebec,46.4833,-71.2333
Plaisance,Quebec,45.6167,-75.1167
Roxton-Sud,Quebec,45.5521,-72.5265
St. Louis No. 431,Saskatchewan,52.8277,-105.7873
Noonan,New Brunswick,45.9544,-66.4868
Duchess,Alberta,50.7333,-111.9
Saint-Frederic,Quebec,46.3,-70.9667
Saint-Narcisse-de-Rimouski,Quebec,48.28,-68.43
Atholville,New Brunswick,47.98185111,-66.71468904
Viking,Alberta,53.0953,-111.7769
Sioux Narrows-Nestor Falls,Ontario,49.4,-94.08
Repulse Bay,Nunavut,66.5628,-86.3186
Saint-Patrice-de-Beaurivage,Quebec,46.4167,-71.2333
Bentley,Alberta,52.4667,-114.05
Durham,New Brunswick,47.7631,-66.0849
Sainte-Marthe,Quebec,45.4,-74.3
Notre-Dame-du-Nord,Quebec,47.6,-79.4833
Beachburg,Ontario,45.7303,-76.8559
Pinehouse,Saskatchewan,55.5136,-106.5986
Saint-Aime-des-Lacs,Quebec,47.6833,-70.3
Wedgeport,Nova Scotia,43.7323,-65.9797
Lac-Drolet,Quebec,45.72,-70.85
Preeceville,Saskatchewan,51.958,-102.6673
Maple Creek No. 111,Saskatchewan,49.8044,-109.6508
Harbour Main-Chapel's Cove-Lakeview,Newfoundland and Labrador,47.4337,-53.1458
Coleraine,Quebec,45.9649,-71.3734
Birch Hills,Saskatchewan,52.9833,-105.4333
Saint-Bonaventure,Quebec,45.9667,-72.6833
Saint-Wenceslas,Quebec,46.1667,-72.3333
Kerrobert,Saskatchewan,51.92,-109.1272
Havelock,New Brunswick,45.9523,-65.3885
Eston,Saskatchewan,51.15,-108.75
Sainte-Genevieve-de-Batiscan,Quebec,46.5333,-72.3333
Saint-Justin,Quebec,46.25,-73.0833
Saint-Norbert,Quebec,46.1667,-73.3167
Schreiber,Ontario,48.8167,-87.2667
Trochu,Alberta,51.8236,-113.2328
Botsford,New Brunswick,46.1145,-63.9804
Riviere-Ouelle,Quebec,47.4333,-70.0167
Stukely-Sud,Quebec,45.3167,-72.4167
Saint-Georges-de-Clarenceville,Quebec,45.0667,-73.25
Plantagenet,Ontario,45.5321,-74.9956
Sainte-Therese-de-Gaspe,Quebec,48.4167,-64.4167
Sainte-Petronille,Quebec,46.85,-71.1333
Desbiens,Quebec,48.4167,-71.95
Clyde River,Nunavut,70.4632,-68.4822
La Macaza,Quebec,46.3667,-74.7667
Souris,Prince Edward Island,46.3554,-62.2542
Kindersley No. 290,Saskatchewan,51.4894,-109.0979
Falher,Alberta,55.7372,-117.2014
Saint-Vallier,Quebec,46.8833,-70.8167
Melita,Manitoba,49.2681,-100.9958
Davidson,Saskatchewan,51.2667,-105.9667
Bristol,Quebec,45.5333,-76.4667
Mahone Bay,Nova Scotia,44.4489,-64.3819
Saint-Sylvestre,Quebec,46.3667,-71.2333
Taloyoak,Nunavut,69.5554,-93.4972
Onoway,Alberta,53.7011,-114.1981
Saint-Stanislas,Quebec,46.6167,-72.4
Battle River No. 438,Saskatchewan,52.7343,-108.4452
Malpeque,Prince Edward Island,46.5,-63.6667
Longue-Rive,Quebec,48.55,-69.25
Argyle,Manitoba,49.3697,-99.1506
Delisle,Saskatchewan,51.9254,-107.1333
Plaster Rock,New Brunswick,46.8833,-67.3833
Wilmot,New Brunswick,46.3463,-67.7099
Valemount,British Columbia,52.8284,-119.2659
Saint-Leonard-de-Portneuf,Quebec,46.8833,-71.9167
Longlaketon No. 219,Saskatchewan,50.9386,-104.6913
Papineau-Cameron,Ontario,46.3,-78.7333
Assiginack,Ontario,45.7333,-81.8
Brebeuf,Quebec,46.0667,-74.6667
Hudson Hope,British Columbia,56.0316,-121.9057
Baie-du-Febvre,Quebec,46.13,-72.72
Durham-Sud,Quebec,45.6667,-72.3333
Melbourne,Quebec,45.58,-72.17
Nipawin No. 487,Saskatchewan,53.2881,-104.0544
Duck Lake No. 463,Saskatchewan,52.9596,-106.2089
Oyen,Alberta,51.3522,-110.4739
Gravelbourg,Saskatchewan,49.874,-106.555
Lajord No. 128,Saskatchewan,50.1965,-104.2507
Hebertville,Quebec,48.39080959,-71.68197283
Lorrainville,Quebec,47.3542299,-79.35209147
Prince,Ontario,46.5333,-84.5
Athens,Ontario,44.625,-75.95
Saint-Rene-de-Matane,Quebec,48.7,-67.3833
Eastman,Quebec,45.29689817,-72.30552225
Kugluktuk,Nunavut,67.82384812,-115.099089
Kedgwick,New Brunswick,47.6456,-67.3431
Wemotaci,Quebec,47.90248188,-73.78170902
Cookshire,Quebec,45.41216116,-71.61611367
Dorchester,New Brunswick,45.9016,-64.5161
Fortune,Newfoundland and Labrador,47.07221121,-55.82431659
Hamiota,Manitoba,50.1964,-100.6342
Gillam,Manitoba,56.34891796,-94.71112885
Grand View,Manitoba,51.155,-100.7892
Dildo,Newfoundland and Labrador,47.5685,-53.5471
Laurierville,Quebec,46.3,-71.65
Ripon,Quebec,45.7833,-75.1
Henryville,Quebec,45.1333,-73.1833
Gracefield,Quebec,46.09263218,-76.05138832
Chatsworth,Ontario,44.38,-80.87
McCreary,Manitoba,50.7494,-99.485
Yamaska-Est,Quebec,46,-72.92
Rossburn,Manitoba,50.7272,-100.7408
Rothesay,New Brunswick,45.39956964,-65.8776222
Ethelbert,Manitoba,51.5364,-100.4981
Frelighsburg,Quebec,45.05477721,-72.84167324
Magnetawan,Ontario,45.6667,-79.6333
